Name,Subscription,ResourceGroupName,Location,ResizeGroup,OsType,Role,Size,TargetSize,LicenseType,NicCount,NicCountCap,AvailabilitySet,FaultDomain,UpdateDomain,AvailVMSizesD,AvailVMSizesDv2,AvailVMSizesF,AvailVMSizesDv3,NoResize,NonStandardVM,Notes
VAAZVIAMPJT100,PROD-GOV-INTERNAL,IAMSHARED-PROD-INT-EAST-RG,usgovvirginia,4,Windows,Compute,Standard_A4_v2,F4s,Windows_Server,1,4,IAMSHARED_AS_UIM100,1,7,,D1_v2 D11_v2 D12_v2 D13_v2 D14_v2 D15_v2 D2_v2 D3_v2 D4_v2 D5_v2 DS1_v2 DS11_v2 DS11-1_v2 DS12_v2 DS12-1_v2 DS12-2_v2 DS13_v2 DS13-2_v2 DS13-4_v2 DS14_v2 DS14-4_v2 DS14-8_v2 DS15_v2 DS2_v2 DS3_v2 DS4_v2 DS5_v2,F1 F16 F16s F1s F2 F2s F4 F4s F8 F8s,,,,
VAAZVIAMPKDM150,PROD-GOV-INTERNAL,VAAFIPROD-PROD-INT-EAST-RG,usgovvirginia,3,Linux,General,Standard_A4_v2,D4s_v3,,1,4,VAAFIPROD_AS_FIM150_PKI,0,2,,D1_v2 D11_v2 D12_v2 D13_v2 D14_v2 D2_v2 D3_v2 D4_v2 D5_v2 DS1_v2 DS11_v2 DS11-1_v2 DS12_v2 DS12-1_v2 DS12-2_v2 DS13_v2 DS13-2_v2 DS13-4_v2 DS14_v2 DS14-4_v2 DS14-8_v2 DS2_v2 DS3_v2 DS4_v2 DS5_v2,F1 F16 F16s F1s F2 F2s F4 F4s F8 F8s,D16_v3 D16s_v3 D2_v3 D2s_v3 D32_v3 D32s_v3 D4_v3 D4s_v3 D64_v3 D64s_v3 D8_v3 D8s_v3,,,
VAAZVIAMPKFM150,PROD-GOV-INTERNAL,VAAFIPROD-PROD-INT-EAST-RG,usgovvirginia,3,Linux,General,Standard_A4_v2,D4s_v3,,1,4,VAAFIPROD_AS_FIM150_PKI,1,1,,D1_v2 D11_v2 D12_v2 D13_v2 D14_v2 D2_v2 D3_v2 D4_v2 D5_v2 DS1_v2 DS11_v2 DS11-1_v2 DS12_v2 DS12-1_v2 DS12-2_v2 DS13_v2 DS13-2_v2 DS13-4_v2 DS14_v2 DS14-4_v2 DS14-8_v2 DS2_v2 DS3_v2 DS4_v2 DS5_v2,F1 F16 F16s F1s F2 F2s F4 F4s F8 F8s,D16_v3 D16s_v3 D2_v3 D2s_v3 D32_v3 D32s_v3 D4_v3 D4s_v3 D64_v3 D64s_v3 D8_v3 D8s_v3,,,
VAAZVIAMPKFM151,PROD-GOV-INTERNAL,VAAFIPROD-PROD-INT-EAST-RG,usgovvirginia,4,Linux,General,Standard_A4_v2,D4s_v3,,1,4,VAAFIPROD_AS_FIM150_PKI,0,0,,D1_v2 D11_v2 D12_v2 D13_v2 D14_v2 D2_v2 D3_v2 D4_v2 D5_v2 DS1_v2 DS11_v2 DS11-1_v2 DS12_v2 DS12-1_v2 DS12-2_v2 DS13_v2 DS13-2_v2 DS13-4_v2 DS14_v2 DS14-4_v2 DS14-8_v2 DS2_v2 DS3_v2 DS4_v2 DS5_v2,F1 F16 F16s F1s F2 F2s F4 F4s F8 F8s,D16_v3 D16s_v3 D2_v3 D2s_v3 D32_v3 D32s_v3 D4_v3 D4s_v3 D64_v3 D64s_v3 D8_v3 D8s_v3,,,
VAAZVIAMPPS150,PROD-GOV-INTERNAL,VAAFIPROD-PROD-INT-EAST-RG,usgovvirginia,1,Linux,Compute,Standard_A4_v2,F4,,3,4,VAAFIPROD_AS_SAM150_PKI-PS,1,1,,D1_v2 D11_v2 D12_v2 D13_v2 D14_v2 D15_v2 D2_v2 D3_v2 D4_v2 D5_v2,F1 F16 F2 F4 F8,,,,
VAAZVIAMPPS151,PROD-GOV-INTERNAL,VAAFIPROD-PROD-INT-EAST-RG,usgovvirginia,2,Linux,Compute,Standard_A4_v2,F4,,3,4,VAAFIPROD_AS_SAM150_PKI-PS,0,0,,D1_v2 D11_v2 D12_v2 D13_v2 D14_v2 D15_v2 D2_v2 D3_v2 D4_v2 D5_v2,F1 F16 F2 F4 F8,,,,
VAAZVIAMPROD1F5,PROD-GOV-INTERNAL,ACSPROD-PROD-INT-EAST-RG,usgovvirginia,N/A,Linux,Memory,Standard_A7,DS13_v2,,1,4,ACSPROD_AS_F5_PROD,0,0,D1 D11 D12 D13 D14 D2 D3 D4 DS1 DS11 DS12 DS13 DS14 DS2 DS3 DS4,D1_v2 D11_v2 D12_v2 D13_v2 D14_v2 D15_v2 D2_v2 D3_v2 D4_v2 D5_v2 DS1_v2 DS11_v2 DS11-1_v2 DS12_v2 DS12-1_v2 DS12-2_v2 DS13_v2 DS13-2_v2 DS13-4_v2 DS14_v2 DS14-4_v2 DS14-8_v2 DS15_v2 DS2_v2 DS3_v2 DS4_v2 DS5_v2,F1 F16 F16s F16s_v2 F1s F2 F2s F2s_v2 F32s_v2 F4 F4s F4s_v2 F64s_v2 F72s_v2 F8 F8s F8s_v2,D16_v3 D16s_v3 D2_v3 D2s_v3 D32_v3 D32s_v3 D4_v3 D4s_v3 D64_v3 D64s_v3 D8_v3 D8s_v3,,,Will be deleted
VAAZVIAMPROD2F5,PROD-GOV-INTERNAL,ACSPROD-PROD-INT-EAST-RG,usgovvirginia,N/A,Linux,Memory,Standard_A7,DS13_v2,,1,4,ACSPROD_AS_F5_PROD,1,1,D1 D11 D12 D13 D14 D2 D3 D4 DS1 DS11 DS12 DS13 DS14 DS2 DS3 DS4,D1_v2 D11_v2 D12_v2 D13_v2 D14_v2 D15_v2 D2_v2 D3_v2 D4_v2 D5_v2 DS1_v2 DS11_v2 DS11-1_v2 DS12_v2 DS12-1_v2 DS12-2_v2 DS13_v2 DS13-2_v2 DS13-4_v2 DS14_v2 DS14-4_v2 DS14-8_v2 DS15_v2 DS2_v2 DS3_v2 DS4_v2 DS5_v2,F1 F16 F16s F16s_v2 F1s F2 F2s F2s_v2 F32s_v2 F4 F4s F4s_v2 F64s_v2 F72s_v2 F8 F8s F8s_v2,D16_v3 D16s_v3 D2_v3 D2s_v3 D32_v3 D32s_v3 D4_v3 D4s_v3 D64_v3 D64s_v3 D8_v3 D8s_v3,,,Will be deleted
VAAZVIAMPRP150,PROD-GOV-INTERNAL,VAAFIPROD-PROD-INT-EAST-RG,usgovvirginia,1,Linux,Compute,Standard_A4_v2,F4s,,3,4,VAAFPROD_AS_SAM150_PKI-WS,1,1,,D1_v2 D11_v2 D12_v2 D13_v2 D14_v2 D2_v2 D3_v2 D4_v2 D5_v2 DS1_v2 DS11_v2 DS11-1_v2 DS12_v2 DS12-1_v2 DS12-2_v2 DS13_v2 DS13-2_v2 DS13-4_v2 DS14_v2 DS14-4_v2 DS14-8_v2 DS2_v2 DS3_v2 DS4_v2 DS5_v2,F1 F16 F16s F1s F2 F2s F4 F4s F8 F8s,D16_v3 D16s_v3 D2_v3 D2s_v3 D32_v3 D32s_v3 D4_v3 D4s_v3 D64_v3 D64s_v3 D8_v3 D8s_v3,,,
VAAZVIAMPRP151,PROD-GOV-INTERNAL,VAAFIPROD-PROD-INT-EAST-RG,usgovvirginia,2,Linux,Compute,Standard_A4_v2,F4s,,3,4,VAAFPROD_AS_SAM150_PKI-WS,0,0,,D1_v2 D11_v2 D12_v2 D13_v2 D14_v2 D2_v2 D3_v2 D4_v2 D5_v2 DS1_v2 DS11_v2 DS11-1_v2 DS12_v2 DS12-1_v2 DS12-2_v2 DS13_v2 DS13-2_v2 DS13-4_v2 DS14_v2 DS14-4_v2 DS14-8_v2 DS2_v2 DS3_v2 DS4_v2 DS5_v2,F1 F16 F16s F1s F2 F2s F4 F4s F8 F8s,D16_v3 D16s_v3 D2_v3 D2s_v3 D32_v3 D32s_v3 D4_v3 D4s_v3 D64_v3 D64s_v3 D8_v3 D8s_v3,,,
vaazviamshf100,PROD-GOV-INTERNAL,IAMSHARED-PROD-INT-EAST-RG,usgovvirginia,4,Linux,General,Standard_A4_v2,D4s_v3,,1,4,,,,,,,,,,
VAAZVIAMSOI100,PROD-GOV-INTERNAL,IAMSHARED-PROD-INT-EAST-RG,usgovvirginia,3,Windows,Compute,Standard_A4_v2,F4,Windows_Server,1,4,IAMSHARED_AS_SOI100,0,0,,D1_v2 D11_v2 D12_v2 D13_v2 D14_v2 D15_v2 D2_v2 D3_v2 D4_v2 D5_v2,F1 F16 F2 F4 F8,,,,
VAAZVIAMSOI101,PROD-GOV-INTERNAL,IAMSHARED-PROD-INT-EAST-RG,usgovvirginia,4,Windows,Compute,Standard_A4_v2,F4,Windows_Server,1,4,IAMSHARED_AS_SOI100,1,1,,D1_v2 D11_v2 D12_v2 D13_v2 D14_v2 D15_v2 D2_v2 D3_v2 D4_v2 D5_v2,F1 F16 F2 F4 F8,,,,
VAAZVIAMSPDM150,PROD-GOV-INTERNAL,VAAFIPROD-PROD-INT-EAST-RG,usgovvirginia,3,Linux,General,Standard_A4_v2,D2v2,,1,4,VAAFIPROD_AS_FIM150_SP,0,4,,D1_v2 D11_v2 D12_v2 D13_v2 D14_v2 D2_v2 D3_v2 D4_v2 D5_v2 DS1_v2 DS11_v2 DS11-1_v2 DS12_v2 DS12-1_v2 DS12-2_v2 DS13_v2 DS13-2_v2 DS13-4_v2 DS14_v2 DS14-4_v2 DS14-8_v2 DS2_v2 DS3_v2 DS4_v2 DS5_v2,F1 F16 F16s F1s F2 F2s F4 F4s F8 F8s,D16_v3 D16s_v3 D2_v3 D2s_v3 D32_v3 D32s_v3 D4_v3 D4s_v3 D64_v3 D64s_v3 D8_v3 D8s_v3,,$True,Targeting D2v2
VAAZVIAMSPFM150,PROD-GOV-INTERNAL,VAAFIPROD-PROD-INT-EAST-RG,usgovvirginia,3,Linux,General,Standard_A4_v2,D4s_v3,,1,4,VAAFIPROD_AS_FIM150_SP,1,3,,D1_v2 D11_v2 D12_v2 D13_v2 D14_v2 D2_v2 D3_v2 D4_v2 D5_v2 DS1_v2 DS11_v2 DS11-1_v2 DS12_v2 DS12-1_v2 DS12-2_v2 DS13_v2 DS13-2_v2 DS13-4_v2 DS14_v2 DS14-4_v2 DS14-8_v2 DS2_v2 DS3_v2 DS4_v2 DS5_v2,F1 F16 F16s F1s F2 F2s F4 F4s F8 F8s,D16_v3 D16s_v3 D2_v3 D2s_v3 D32_v3 D32s_v3 D4_v3 D4s_v3 D64_v3 D64s_v3 D8_v3 D8s_v3,,,
VAAZVIAMSPFM151,PROD-GOV-INTERNAL,VAAFIPROD-PROD-INT-EAST-RG,usgovvirginia,4,Linux,General,Standard_A4_v2,D4s_v3,,1,4,VAAFIPROD_AS_FIM150_SP,1,1,,D1_v2 D11_v2 D12_v2 D13_v2 D14_v2 D2_v2 D3_v2 D4_v2 D5_v2 DS1_v2 DS11_v2 DS11-1_v2 DS12_v2 DS12-1_v2 DS12-2_v2 DS13_v2 DS13-2_v2 DS13-4_v2 DS14_v2 DS14-4_v2 DS14-8_v2 DS2_v2 DS3_v2 DS4_v2 DS5_v2,F1 F16 F16s F1s F2 F2s F4 F4s F8 F8s,D16_v3 D16s_v3 D2_v3 D2s_v3 D32_v3 D32s_v3 D4_v3 D4s_v3 D64_v3 D64s_v3 D8_v3 D8s_v3,,,
VAAZVIAMSPFM152,PROD-GOV-INTERNAL,VAAFIPROD-PROD-INT-EAST-RG,usgovvirginia,3,Linux,General,Standard_A4_v2,D4s_v3,,1,4,VAAFIPROD_AS_FIM150_SP,0,2,,D1_v2 D11_v2 D12_v2 D13_v2 D14_v2 D2_v2 D3_v2 D4_v2 D5_v2 DS1_v2 DS11_v2 DS11-1_v2 DS12_v2 DS12-1_v2 DS12-2_v2 DS13_v2 DS13-2_v2 DS13-4_v2 DS14_v2 DS14-4_v2 DS14-8_v2 DS2_v2 DS3_v2 DS4_v2 DS5_v2,F1 F16 F16s F1s F2 F2s F4 F4s F8 F8s,D16_v3 D16s_v3 D2_v3 D2s_v3 D32_v3 D32s_v3 D4_v3 D4s_v3 D64_v3 D64s_v3 D8_v3 D8s_v3,,,
VAAZVIAMSPFM153,PROD-GOV-INTERNAL,VAAFIPROD-PROD-INT-EAST-RG,usgovvirginia,4,Linux,General,Standard_A4_v2,D4s_v3,,1,4,VAAFIPROD_AS_FIM150_SP,0,0,,D1_v2 D11_v2 D12_v2 D13_v2 D14_v2 D2_v2 D3_v2 D4_v2 D5_v2 DS1_v2 DS11_v2 DS11-1_v2 DS12_v2 DS12-1_v2 DS12-2_v2 DS13_v2 DS13-2_v2 DS13-4_v2 DS14_v2 DS14-4_v2 DS14-8_v2 DS2_v2 DS3_v2 DS4_v2 DS5_v2,F1 F16 F16s F1s F2 F2s F4 F4s F8 F8s,D16_v3 D16s_v3 D2_v3 D2s_v3 D32_v3 D32s_v3 D4_v3 D4s_v3 D64_v3 D64s_v3 D8_v3 D8s_v3,,,
VAAZVIAMSPS100,PROD-GOV-INTERNAL,ACSPROD-PROD-INT-EAST-RG,usgovvirginia,1,Windows,Compute,Standard_A4_v2,F4,Windows_Server,1,4,ACSPROD_AS_SPS100,1,1,,D1_v2 D11_v2 D12_v2 D13_v2 D14_v2 D15_v2 D2_v2 D3_v2 D4_v2 D5_v2,F1 F16 F2 F4 F8,,,,
VAAZVIAMSPS101,PROD-GOV-INTERNAL,ACSPROD-PROD-INT-EAST-RG,usgovvirginia,2,Windows,Compute,Standard_A4_v2,F4,Windows_Server,1,4,ACSPROD_AS_SPS100,0,0,,D1_v2 D11_v2 D12_v2 D13_v2 D14_v2 D15_v2 D2_v2 D3_v2 D4_v2 D5_v2,F1 F16 F2 F4 F8,,,,
VAAZVIAMSPS150,PROD-GOV-INTERNAL,VAAFIPROD-PROD-INT-EAST-RG,usgovvirginia,1,Linux,Compute,Standard_A4_v2,F4s,,3,4,VAAFIPROD_AS_SAM150_PS,0,0,,D1_v2 D11_v2 D12_v2 D13_v2 D14_v2 D2_v2 D3_v2 D4_v2 D5_v2 DS1_v2 DS11_v2 DS11-1_v2 DS12_v2 DS12-1_v2 DS12-2_v2 DS13_v2 DS13-2_v2 DS13-4_v2 DS14_v2 DS14-4_v2 DS14-8_v2 DS2_v2 DS3_v2 DS4_v2 DS5_v2,F1 F16 F16s F1s F2 F2s F4 F4s F8 F8s,D16_v3 D16s_v3 D2_v3 D2s_v3 D32_v3 D32s_v3 D4_v3 D4s_v3 D64_v3 D64s_v3 D8_v3 D8s_v3,,,
VAAZVIAMSPS151,PROD-GOV-INTERNAL,VAAFIPROD-PROD-INT-EAST-RG,usgovvirginia,2,Linux,Compute,Standard_A4_v2,F4s,,3,4,VAAFIPROD_AS_SAM150_PS,1,1,,D1_v2 D11_v2 D12_v2 D13_v2 D14_v2 D2_v2 D3_v2 D4_v2 D5_v2 DS1_v2 DS11_v2 DS11-1_v2 DS12_v2 DS12-1_v2 DS12-2_v2 DS13_v2 DS13-2_v2 DS13-4_v2 DS14_v2 DS14-4_v2 DS14-8_v2 DS2_v2 DS3_v2 DS4_v2 DS5_v2,F1 F16 F16s F1s F2 F2s F4 F4s F8 F8s,D16_v3 D16s_v3 D2_v3 D2s_v3 D32_v3 D32s_v3 D4_v3 D4s_v3 D64_v3 D64s_v3 D8_v3 D8s_v3,,,
VAAZVIAMSRP100,PROD-GOV-INTERNAL,IAMSHARED-PROD-INT-EAST-RG,usgovvirginia,1,Windows,General,Standard_A4_v2,DS3,Windows_Server,1,4,IAMSHARED_AS_SRP100,0,0,D1 D11 D12 D13 D14 D2 D3 D4 DS1 DS11 DS12 DS13 DS14 DS2 DS3 DS4,,,,,,
VAAZVIAMSRP101,PROD-GOV-INTERNAL,IAMSHARED-PROD-INT-EAST-RG,usgovvirginia,1,Windows,General,Standard_A4_v2,DS3,Windows_Server,1,4,IAMSHARED_AS_SRP100,1,1,D1 D11 D12 D13 D14 D2 D3 D4 DS1 DS11 DS12 DS13 DS14 DS2 DS3 DS4,,,,,,
VAAZVIAMSRP150,PROD-GOV-INTERNAL,VAAFIPROD-PROD-INT-EAST-RG,usgovvirginia,1,Linux,Compute,Standard_A4_v2,F4,,3,4,VAAFIPROD_AS_SAM150_WS,1,11,,D1_v2 D11_v2 D12_v2 D13_v2 D14_v2 D15_v2 D2_v2 D3_v2 D4_v2 D5_v2,F1 F16 F2 F4 F8,,,,
VAAZVIAMSRP151,PROD-GOV-INTERNAL,VAAFIPROD-PROD-INT-EAST-RG,usgovvirginia,1,Linux,Compute,Standard_A4_v2,F4,,3,4,VAAFIPROD_AS_SAM150_WS,0,4,,D1_v2 D11_v2 D12_v2 D13_v2 D14_v2 D15_v2 D2_v2 D3_v2 D4_v2 D5_v2,F1 F16 F2 F4 F8,,,,
VAAZVIAMSRP152,PROD-GOV-INTERNAL,VAAFIPROD-PROD-INT-EAST-RG,usgovvirginia,1,Linux,Compute,Standard_A4_v2,F4,,3,4,VAAFIPROD_AS_SAM150_WS,0,6,,D1_v2 D11_v2 D12_v2 D13_v2 D14_v2 D15_v2 D2_v2 D3_v2 D4_v2 D5_v2,F1 F16 F2 F4 F8,,,,
VAAZVIAMSRP153,PROD-GOV-INTERNAL,VAAFIPROD-PROD-INT-EAST-RG,usgovvirginia,2,Linux,Compute,Standard_A4_v2,F4,,3,4,VAAFIPROD_AS_SAM150_WS,0,8,,D1_v2 D11_v2 D12_v2 D13_v2 D14_v2 D15_v2 D2_v2 D3_v2 D4_v2 D5_v2,F1 F16 F2 F4 F8,,,,
VAAZVIAMSRP154,PROD-GOV-INTERNAL,VAAFIPROD-PROD-INT-EAST-RG,usgovvirginia,2,Linux,Compute,Standard_A4_v2,F4,,3,4,VAAFIPROD_AS_SAM150_WS,0,1,,D1_v2 D11_v2 D12_v2 D13_v2 D14_v2 D15_v2 D2_v2 D3_v2 D4_v2 D5_v2,F1 F16 F2 F4 F8,,,,
VAAZVIAMSRP155,PROD-GOV-INTERNAL,VAAFIPROD-PROD-INT-EAST-RG,usgovvirginia,2,Linux,Compute,Standard_A4_v2,F4,,3,4,VAAFIPROD_AS_SAM150_WS,1,7,,D1_v2 D11_v2 D12_v2 D13_v2 D14_v2 D15_v2 D2_v2 D3_v2 D4_v2 D5_v2,F1 F16 F2 F4 F8,,,,
VAAZVIAMSRP156,PROD-GOV-INTERNAL,VAAFIPROD-PROD-INT-EAST-RG,usgovvirginia,3,Linux,Compute,Standard_A4_v2,F4,,3,4,VAAFIPROD_AS_SAM150_WS,0,10,,D1_v2 D11_v2 D12_v2 D13_v2 D14_v2 D15_v2 D2_v2 D3_v2 D4_v2 D5_v2,F1 F16 F2 F4 F8,,,,
VAAZVIAMSRP157,PROD-GOV-INTERNAL,VAAFIPROD-PROD-INT-EAST-RG,usgovvirginia,3,Linux,Compute,Standard_A4_v2,F4,,3,4,VAAFIPROD_AS_SAM150_WS,1,9,,D1_v2 D11_v2 D12_v2 D13_v2 D14_v2 D15_v2 D2_v2 D3_v2 D4_v2 D5_v2,F1 F16 F2 F4 F8,,,,
VAAZVIAMSRP158,PROD-GOV-INTERNAL,VAAFIPROD-PROD-INT-EAST-RG,usgovvirginia,3,Linux,Compute,Standard_A4_v2,F4,,3,4,VAAFIPROD_AS_SAM150_WS,1,5,,D1_v2 D11_v2 D12_v2 D13_v2 D14_v2 D15_v2 D2_v2 D3_v2 D4_v2 D5_v2,F1 F16 F2 F4 F8,,,,
VAAZVIAMSRP159,PROD-GOV-INTERNAL,VAAFIPROD-PROD-INT-EAST-RG,usgovvirginia,4,Linux,Compute,Standard_A4_v2,F4,,3,4,VAAFIPROD_AS_SAM150_WS,1,2,,D1_v2 D11_v2 D12_v2 D13_v2 D14_v2 D15_v2 D2_v2 D3_v2 D4_v2 D5_v2,F1 F16 F2 F4 F8,,,,
VAAZVIAMSRP160,PROD-GOV-INTERNAL,VAAFIPROD-PROD-INT-EAST-RG,usgovvirginia,4,Linux,Compute,Standard_A4_v2,F4,,3,4,VAAFIPROD_AS_SAM150_WS,1,3,,D1_v2 D11_v2 D12_v2 D13_v2 D14_v2 D15_v2 D2_v2 D3_v2 D4_v2 D5_v2,F1 F16 F2 F4 F8,,,,
VAAZVIAMSRP161,PROD-GOV-INTERNAL,VAAFIPROD-PROD-INT-EAST-RG,usgovvirginia,4,Linux,Compute,Standard_A4_v2,F4,,3,4,VAAFIPROD_AS_SAM150_WS,0,2,,D1_v2 D11_v2 D12_v2 D13_v2 D14_v2 D15_v2 D2_v2 D3_v2 D4_v2 D5_v2,F1 F16 F2 F4 F8,,,,
VAAZVIAMSSO100,PROD-GOV-INTERNAL,ACSPROD-PROD-INT-EAST-RG,usgovvirginia,1,Linux,Compute,Standard_A2_v2,F2,,1,4,ACSPROD_AS_SSO100,1,1,,D1_v2 D11_v2 D12_v2 D13_v2 D14_v2 D15_v2 D2_v2 D3_v2 D4_v2 D5_v2,F1 F16 F2 F4 F8,,,,
VAAZVIAMSSO101,PROD-GOV-INTERNAL,ACSPROD-PROD-INT-EAST-RG,usgovvirginia,2,Linux,Compute,Standard_A2_v2,F2,,1,4,ACSPROD_AS_SSO100,0,0,,D1_v2 D11_v2 D12_v2 D13_v2 D14_v2 D15_v2 D2_v2 D3_v2 D4_v2 D5_v2,F1 F16 F2 F4 F8,,,,
VAAZVIAMSTS150,PROD-GOV-INTERNAL,VAAFIPROD-PROD-INT-EAST-RG,usgovvirginia,1,Linux,Compute,Standard_A4_v2,F4,,1,4,VAAFIPROD_AS_STS150,1,1,,D1_v2 D11_v2 D12_v2 D13_v2 D14_v2 D15_v2 D2_v2 D3_v2 D4_v2 D5_v2,F1 F16 F2 F4 F8,,,,
VAAZVIAMSTS151,PROD-GOV-INTERNAL,VAAFIPROD-PROD-INT-EAST-RG,usgovvirginia,2,Linux,Compute,Standard_A4_v2,F4,,1,4,VAAFIPROD_AS_STS150,0,0,,D1_v2 D11_v2 D12_v2 D13_v2 D14_v2 D15_v2 D2_v2 D3_v2 D4_v2 D5_v2,F1 F16 F2 F4 F8,,,,
VAAZVIAMSTS152,PROD-GOV-INTERNAL,VAAFIPROD-PROD-INT-EAST-RG,usgovvirginia,1,Linux,Compute,Standard_A4_v2,F4,,1,4,VAAFIPROD_AS_STS150,0,2,,D1_v2 D11_v2 D12_v2 D13_v2 D14_v2 D15_v2 D2_v2 D3_v2 D4_v2 D5_v2,F1 F16 F2 F4 F8,,,,
VAAZVIAMSTS153,PROD-GOV-INTERNAL,VAAFIPROD-PROD-INT-EAST-RG,usgovvirginia,2,Linux,Compute,Standard_A4_v2,F4,,1,4,VAAFIPROD_AS_STS150,1,3,,D1_v2 D11_v2 D12_v2 D13_v2 D14_v2 D15_v2 D2_v2 D3_v2 D4_v2 D5_v2,F1 F16 F2 F4 F8,,,,
VAAZVIAMUTL100,PROD-GOV-INTERNAL,ACSPROD-PROD-INT-EAST-RG,usgovvirginia,3,Windows,General,Standard_A4_v2,D4s_v3,Windows_Server,1,4,,,,,,,,,,
VAAZVIAMUTL150,PROD-GOV-INTERNAL,VAAFIPROD-PROD-INT-EAST-RG,usgovvirginia,4,Linux,Compute,Standard_A4_v2,F4,,1,4,VAAFIPROD_AS_UTL150,0,0,,D1_v2 D11_v2 D12_v2 D13_v2 D14_v2 D15_v2 D2_v2 D3_v2 D4_v2 D5_v2,F1 F16 F2 F4 F8,,,,
VAAZVIAMVWB150,PROD-GOV-INTERNAL,VAAFIPROD-PROD-INT-EAST-RG,usgovvirginia,2,Linux,General,Standard_A2_v2,DS2,,1,4,VAAFIPROD_AS_VWB150,0,0,D1 D11 D12 D13 D14 D2 D3 D4 DS1 DS11 DS12 DS13 DS14 DS2 DS3 DS4,,,,,,
VAAZVIAMVWB151,PROD-GOV-INTERNAL,VAAFIPROD-PROD-INT-EAST-RG,usgovvirginia,1,Linux,General,Standard_A2_v2,D2s_v3,,1,4,,,,,,,,,,
VAAZVIAMVWL150,PROD-GOV-INTERNAL,VAAFIPROD-PROD-INT-EAST-RG,usgovvirginia,2,Linux,Compute,Standard_A4_v2,F4,,1,4,VAAFIPROD_AS_VWL150,1,1,,D1_v2 D11_v2 D12_v2 D13_v2 D14_v2 D15_v2 D2_v2 D3_v2 D4_v2 D5_v2,F1 F16 F2 F4 F8,,,,
VAAZVIAMVWL151,PROD-GOV-INTERNAL,VAAFIPROD-PROD-INT-EAST-RG,usgovvirginia,1,Linux,Compute,Standard_A4_v2,F4,,1,4,VAAFIPROD_AS_VWL150,0,0,,D1_v2 D11_v2 D12_v2 D13_v2 D14_v2 D15_v2 D2_v2 D3_v2 D4_v2 D5_v2,F1 F16 F2 F4 F8,,,,
VAAZVIAMWEB100,PROD-GOV-INTERNAL,ACSPROD-PROD-INT-EAST-RG,usgovvirginia,1,Windows,General,Standard_A4_v2,DS3,Windows_Server,1,4,ACSPROD_AS_WEB100_CL,1,1,D1 D11 D12 D13 D14 D2 D3 D4 DS1 DS11 DS12 DS13 DS14 DS2 DS3 DS4,,,,,,
VAAZVIAMWEB101,PROD-GOV-INTERNAL,ACSPROD-PROD-INT-EAST-RG,usgovvirginia,2,Windows,General,Standard_A4_v2,DS3,Windows_Server,1,4,ACSPROD_AS_WEB100_CL,0,0,D1 D11 D12 D13 D14 D2 D3 D4 DS1 DS11 DS12 DS13 DS14 DS2 DS3 DS4,,,,,,
VAAZVIAMWEB102,PROD-GOV-INTERNAL,ACSPROD-PROD-INT-EAST-RG,usgovvirginia,1,Windows,General,Standard_A4_v2,DS3,Windows_Server,1,4,ACSPROD_AS_WEB100_PIV,1,1,D1 D11 D12 D13 D14 D2 D3 D4 DS1 DS11 DS12 DS13 DS14 DS2 DS3 DS4,,,,,,
VAAZVIAMWEB103,PROD-GOV-INTERNAL,ACSPROD-PROD-INT-EAST-RG,usgovvirginia,2,Windows,General,Standard_A4_v2,DS3,Windows_Server,1,4,ACSPROD_AS_WEB100_PIV,0,0,D1 D11 D12 D13 D14 D2 D3 D4 DS1 DS11 DS12 DS13 DS14 DS2 DS3 DS4,,,,,,
VAAZVIAMWEB104,PROD-GOV-INTERNAL,ACSPROD-PROD-INT-EAST-RG,usgovvirginia,1,Windows,General,Standard_A4_v2,DS3,Windows_Server,1,4,ACSPROD_AS_WEB100_WINAUTH,1,1,D1 D11 D12 D13 D14 D2 D3 D4 DS1 DS11 DS12 DS13 DS14 DS2 DS3 DS4,,,,,,
VAAZVIAMWEB105,PROD-GOV-INTERNAL,ACSPROD-PROD-INT-EAST-RG,usgovvirginia,2,Windows,General,Standard_A4_v2,DS3,Windows_Server,1,4,ACSPROD_AS_WEB100_WINAUTH,0,0,D1 D11 D12 D13 D14 D2 D3 D4 DS1 DS11 DS12 DS13 DS14 DS2 DS3 DS4,,,,,,
VAAZVIAMWEB106,PROD-GOV-INTERNAL,ACSPROD-PROD-INT-EAST-RG,usgovvirginia,1,Windows,General,Standard_A4_v2,DS3,Windows_Server,1,4,ACSPROD_AS_WEB100_SAML,1,1,D1 D11 D12 D13 D14 D2 D3 D4 DS1 DS11 DS12 DS13 DS14 DS2 DS3 DS4,,,,,,
VAAZVIAMWEB107,PROD-GOV-INTERNAL,ACSPROD-PROD-INT-EAST-RG,usgovvirginia,2,Windows,General,Standard_A4_v2,DS3,Windows_Server,1,4,ACSPROD_AS_WEB100_SAML,0,0,D1 D11 D12 D13 D14 D2 D3 D4 DS1 DS11 DS12 DS13 DS14 DS2 DS3 DS4,,,,,,
VAAZVIAMWEB108,PROD-GOV-INTERNAL,ACSPROD-PROD-INT-EAST-RG,usgovvirginia,1,Windows,Compute,Standard_A4_v2,F4,Windows_Server,1,4,ACSPROD_AS_WEB100_PROV,1,1,,D1_v2 D11_v2 D12_v2 D13_v2 D14_v2 D15_v2 D2_v2 D3_v2 D4_v2 D5_v2,F1 F16 F2 F4 F8,,,,
