Name,Subscription,ResourceGroupName,Location,ResizeGroup,OsType,Role,Size,TargetSize,LicenseType,NicCount,NicCountCap,AvailabilitySet,FaultDomain,UpdateDomain,AvailVMSizesD,AvailVMSizesDv2,AvailVMSizesF,AvailVMSizesDv3,NoResize,NonStandardVM,Notes
VAAZVIAMWEB109,PROD-GOV-INTERNAL,ACSPROD-PROD-INT-EAST-RG,usgovvirginia,2,Windows,Compute,Standard_A4_v2,F4,Windows_Server,1,4,ACSPROD_AS_WEB100_PROV,0,0,,D1_v2 D11_v2 D12_v2 D13_v2 D14_v2 D15_v2 D2_v2 D3_v2 D4_v2 D5_v2,F1 F16 F2 F4 F8,,,,
VAAZVIAMWEB110,PROD-GOV-INTERNAL,ACSPROD-PROD-INT-EAST-RG,usgovvirginia,1,Windows,Compute,Standard_A4_v2,F4,Windows_Server,1,4,ACSPROD_AS_WEB100_UNAUTHAMS,0,0,,D1_v2 D11_v2 D12_v2 D13_v2 D14_v2 D15_v2 D2_v2 D3_v2 D4_v2 D5_v2,F1 F16 F2 F4 F8,,,,
VAAZVIAMWEB111,PROD-GOV-INTERNAL,ACSPROD-PROD-INT-EAST-RG,usgovvirginia,2,Windows,Compute,Standard_A4_v2,F4,Windows_Server,1,4,ACSPROD_AS_WEB100_UNAUTHAMS,1,1,,D1_v2 D11_v2 D12_v2 D13_v2 D14_v2 D15_v2 D2_v2 D3_v2 D4_v2 D5_v2,F1 F16 F2 F4 F8,,,,
VAAZVIAMWEB112,PROD-GOV-INTERNAL,ACSPROD-PROD-INT-EAST-RG,usgovvirginia,1,Windows,General,Standard_A4_v2,DS3,Windows_Server,1,4,ACSPROD_AS_WEB100_SAML,0,2,D1 D11 D12 D13 D14 D2 D3 D4 DS1 DS11 DS12 DS13 DS14 DS2 DS3 DS4,,,,,,
VAAZVIAMWEB113,PROD-GOV-INTERNAL,ACSPROD-PROD-INT-EAST-RG,usgovvirginia,2,Windows,General,Standard_A4_v2,DS3,Windows_Server,1,4,ACSPROD_AS_WEB100_PIV,0,2,D1 D11 D12 D13 D14 D2 D3 D4 DS1 DS11 DS12 DS13 DS14 DS2 DS3 DS4,,,,,,
VAAZVIAMWEB114,PROD-GOV-INTERNAL,ACSPROD-PROD-INT-EAST-RG,usgovvirginia,1,Windows,General,Standard_A4_v2,DS3,Windows_Server,1,4,ACSPROD_AS_WEB100_CL,0,2,D1 D11 D12 D13 D14 D2 D3 D4 DS1 DS11 DS12 DS13 DS14 DS2 DS3 DS4,,,,,,
VAAZVIAMWEB115,PROD-GOV-INTERNAL,ACSPROD-PROD-INT-EAST-RG,usgovvirginia,2,Windows,General,Standard_A4_v2,DS3,Windows_Server,1,4,ACSPROD_AS_WEB100_SAML,1,3,D1 D11 D12 D13 D14 D2 D3 D4 DS1 DS11 DS12 DS13 DS14 DS2 DS3 DS4,,,,,,
VAAZVIAMWEB175,PROD-GOV-INTERNAL,VHICPROD-PROD-INT-EAST-RG,usgovvirginia,2,Linux,General,Standard_A4_v2,DS3,,1,4,VHICPROD_AS_WEB175,1,1,D1 D11 D12 D13 D14 D2 D3 D4 DS1 DS11 DS12 DS13 DS14 DS2 DS3 DS4,,,,,,
VAAZVIAMWEB176,PROD-GOV-INTERNAL,VHICPROD-PROD-INT-EAST-RG,usgovvirginia,1,Linux,General,Standard_A4_v2,DS3,,1,4,VHICPROD_AS_WEB175,0,0,D1 D11 D12 D13 D14 D2 D3 D4 DS1 DS11 DS12 DS13 DS14 DS2 DS3 DS4,,,,,,
va-prod2012test,PROD-GOV-INTERNAL,IAMSHARED-PROD-INT-EAST-RG,usgovvirginia,N/A,Windows,,Standard_A2_v2,N/A,Windows_Server,1,4,,,,,,,,$True,,Deleting
win2012-113018,PROD-GOV-INTERNAL,ACSPROD-PROD-INT-EAST-RG,usgovvirginia,N/A,Windows,,Standard_A2_v2,N/A,,1,4,,,,,,,,$True,,Deleting
win2012-test,PROD-GOV-INTERNAL,ACSPROD-PROD-INT-EAST-RG,usgovvirginia,N/A,Windows,,Standard_A2_v2,N/A,Windows_Server,1,4,,,,,,,,$True,,Deleting
